# Program:featureCounts v1.6.3; Command:"featureCounts" "--extraAttributes" "Name" "-t" "gene" "-g" "ID" "-F" "GTF" "-T" "3" "-a" "tmp/reference.gff" "-o" "tmp/counts.txt" "tmp/mapped_reads/SRR10379721_mapped.sam" "tmp/mapped_reads/SRR10379722_mapped.sam" "tmp/mapped_reads/SRR10379723_mapped.sam" "tmp/mapped_reads/SRR10379724_mapped.sam" "tmp/mapped_reads/SRR10379725_mapped.sam" "tmp/mapped_reads/SRR10379726_mapped.sam" 
Geneid	Chr	Start	End	Strand	Length	Name	tmp/mapped_reads/SRR10379721_mapped.sam	tmp/mapped_reads/SRR10379722_mapped.sam	tmp/mapped_reads/SRR10379723_mapped.sam	tmp/mapped_reads/SRR10379724_mapped.sam	tmp/mapped_reads/SRR10379725_mapped.sam	tmp/mapped_reads/SRR10379726_mapped.sam
gene-SAOUHSC_02640	CP000253.1	2426131	2426796	-	666	SAOUHSC_02640	857	548	535	218	266	21
gene-SAOUHSC_02641	CP000253.1	2426796	2427851	-	1056	SAOUHSC_02641	603	412	450	165	150	12
gene-SAOUHSC_02643	CP000253.1	2427987	2428661	+	675	SAOUHSC_02643	790	590	672	714	871	131
gene-SAOUHSC_02644	CP000253.1	2428654	2430027	+	1374	SAOUHSC_02644	3777	2631	3102	2046	2117	199
gene-SAOUHSC_02645	CP000253.1	2430190	2430633	+	444	SAOUHSC_02645	1408	3349	961	27529	7332	214
gene-SAOUHSC_02646	CP000253.1	2430630	2431085	+	456	SAOUHSC_02646	2218	5042	1340	28309	6731	579
gene-SAOUHSC_02647	CP000253.1	2431151	2432629	-	1479	SAOUHSC_02647	8112	6262	5062	6569	6215	1950
gene-SAOUHSC_02648	CP000253.1	2433010	2434608	-	1599	SAOUHSC_02648	11946	8799	10108	28016	31660	5683
gene-SAOUHSC_02649	CP000253.1	2434925	2436598	+	1674	SAOUHSC_02649	5176	4131	3833	4436	4840	473
gene-SAOUHSC_02650	CP000253.1	2436751	2437380	-	630	SAOUHSC_02650	8216	7798	5502	22514	39469	4010
gene-SAOUHSC_02651	CP000253.1	2437694	2438209	-	516	SAOUHSC_02651	437	289	303	911	1291	212
gene-SAOUHSC_02652	CP000253.1	2438502	2439404	+	903	SAOUHSC_02652	1439	1042	814	1799	3066	899
gene-SAOUHSC_02653	CP000253.1	2439450	2439785	-	336	SAOUHSC_02653	264	182	118	257	405	210
gene-SAOUHSC_02654	CP000253.1	2439887	2440921	-	1035	SAOUHSC_02654	848	527	388	707	1049	151
gene-SAOUHSC_02655	CP000253.1	2440932	2441048	-	117	SAOUHSC_02655	8	2	3	2	0	0
gene-SAOUHSC_02656	CP000253.1	2441153	2441584	-	432	SAOUHSC_02656	1859	1258	1288	1854	2567	838
gene-SAOUHSC_02657	CP000253.1	2441636	2441728	+	93	SAOUHSC_02657	47	23	27	18	21	1
gene-SAOUHSC_02658	CP000253.1	2441791	2443068	-	1278	SAOUHSC_02658	1452	1109	1045	1155	2189	181
gene-SAOUHSC_02659	CP000253.1	2443229	2443852	+	624	SAOUHSC_02659	18568	12913	15541	3095	4258	144
gene-SAOUHSC_02660	CP000253.1	2443898	2444842	+	945	SAOUHSC_02660	26265	17597	22961	4343	4757	245
gene-SAOUHSC_02661	CP000253.1	2444928	2446178	-	1251	SAOUHSC_02661	7702	6947	4929	628	351	58
gene-SAOUHSC_02662	CP000253.1	2446156	2446371	-	216	SAOUHSC_02662	800	890	540	53	72	18
gene-SAOUHSC_02663	CP000253.1	2446357	2446938	+	582	SAOUHSC_02663	1707	1447	1364	3133	3366	283
gene-SAOUHSC_02664	CP000253.1	2448426	2450531	+	2106	SAOUHSC_02664	4961	3448	4301	3945	5108	309
gene-SAOUHSC_02665	CP000253.1	2450602	2451024	+	423	SAOUHSC_02665	6663	6079	4489	15105	15149	1849
gene-SAOUHSC_02666	CP000253.1	2451289	2451645	+	357	SAOUHSC_02666	870	623	633	2090	2586	153
gene-SAOUHSC_02667	CP000253.1	2452049	2453326	-	1278	SAOUHSC_02667	19724	15537	16911	16579	23463	3946
gene-SAOUHSC_02668	CP000253.1	2453508	2453873	-	366	SAOUHSC_02668	306	201	197	1177	1376	50
gene-SAOUHSC_02669	CP000253.1	2454271	2454717	+	447	SAOUHSC_02669	5022	3564	3590	7323	9790	494
gene-SAOUHSC_02670	CP000253.1	2454933	2455361	+	429	SAOUHSC_02670	5064	3604	4316	3413	4391	211
gene-SAOUHSC_02671	CP000253.1	2455468	2456637	-	1170	SAOUHSC_02671	1329	1153	1039	1421	5864	428
gene-SAOUHSC_02672	CP000253.1	2457007	2457645	+	639	SAOUHSC_02672	357	225	275	176	224	16
gene-SAOUHSC_02673	CP000253.1	2457715	2457921	+	207	SAOUHSC_02673	117	74	75	49	60	14
gene-SAOUHSC_02674	CP000253.1	2457900	2458640	+	741	SAOUHSC_02674	604	376	527	306	497	31
gene-SAOUHSC_02675	CP000253.1	2458898	2459500	-	603	SAOUHSC_02675	2229	1453	1581	1445	2064	226
gene-SAOUHSC_02676	CP000253.1	2459574	2460608	-	1035	SAOUHSC_02676	3936	3068	3093	3473	5174	761
gene-SAOUHSC_02677	CP000253.1	2460632	2461084	-	453	SAOUHSC_02677	1696	1299	1328	1967	2824	281
gene-SAOUHSC_02678	CP000253.1	2461104	2461781	-	678	SAOUHSC_02678	813	639	573	1135	1546	104
gene-SAOUHSC_02679	CP000253.1	2461774	2462364	-	591	SAOUHSC_02679	212	122	122	423	657	46
gene-SAOUHSC_02680	CP000253.1	2462342	2463787	-	1446	SAOUHSC_02680	807	529	474	1618	2209	536
gene-SAOUHSC_02681	CP000253.1	2463891	2467580	-	3690	SAOUHSC_02681	1447	872	740	2219	2983	595
gene-SAOUHSC_02682	CP000253.1	2467889	2468866	-	978	SAOUHSC_02682	1460	1027	974	1573	3085	587
gene-SAOUHSC_02683	CP000253.1	2468857	2469171	-	315	SAOUHSC_02683	220	166	166	304	619	204
gene-SAOUHSC_02684	CP000253.1	2469175	2471580	-	2406	SAOUHSC_02684	1451	1048	1014	1363	2524	446
gene-SAOUHSC_02685	CP000253.1	2471646	2472377	-	732	SAOUHSC_02685	399	189	251	142	295	46
gene-SAOUHSC_02686	CP000253.1	2472607	2473143	-	537	SAOUHSC_02686	615	408	394	633	1187	155
gene-SAOUHSC_02687	CP000253.1	2473376	2474200	-	825	SAOUHSC_02687	1347	1079	936	3749	4808	475
gene-SAOUHSC_02688	CP000253.1	2474417	2474599	-	183	SAOUHSC_02688	12	10	18	56	147	17
gene-SAOUHSC_02689	CP000253.1	2474683	2475150	-	468	SAOUHSC_02689	175	121	129	488	530	38
gene-SAOUHSC_02690	CP000253.1	2475336	2476886	-	1551	SAOUHSC_02690	21320	12910	13476	2487	4252	485
gene-SAOUHSC_02691	CP000253.1	2477181	2477447	-	267	SAOUHSC_02691	6689	5260	4838	1985	2164	290
gene-SAOUHSC_02692	CP000253.1	2477447	2477698	-	252	SAOUHSC_02692	3455	2722	2436	1029	1725	72
gene-SAOUHSC_02693	CP000253.1	2477863	2477964	-	102	SAOUHSC_02693	64	37	35	46	22	2
gene-SAOUHSC_02694	CP000253.1	2477971	2478570	-	600	SAOUHSC_02694	2458	1857	1993	2742	4380	211
gene-SAOUHSC_02695	CP000253.1	2478589	2478939	-	351	SAOUHSC_02695	727	623	627	1135	1243	134
gene-SAOUHSC_02696	CP000253.1	2479206	2480456	+	1251	SAOUHSC_02696	3046	2054	2574	566	600	47
gene-SAOUHSC_02697	CP000253.1	2480553	2481284	-	732	SAOUHSC_02697	45315	30935	36823	9127	14849	4568
gene-SAOUHSC_02698	CP000253.1	2481281	2482000	-	720	SAOUHSC_02698	22632	15344	18364	5795	9289	2888
gene-SAOUHSC_02699	CP000253.1	2481981	2482760	-	780	SAOUHSC_02699	18503	11297	15396	4606	8506	1518
gene-SAOUHSC_02700	CP000253.1	2482881	2484239	-	1359	SAOUHSC_02700	4945	4743	4308	6336	12428	971
gene-SAOUHSC_02701	CP000253.1	2484250	2484393	-	144	SAOUHSC_02701	113	83	90	112	188	3
gene-SAOUHSC_02702	CP000253.1	2484494	2484598	+	105	SAOUHSC_02702	4688	1837	1225	166	220	13
gene-SAOUHSC_02703	CP000253.1	2484752	2485438	-	687	SAOUHSC_02703	8126	5814	4770	14563	20205	2137
gene-SAOUHSC_02704	CP000253.1	2485765	2486631	-	867	SAOUHSC_02704	3094	2111	2594	2201	2504	238
gene-SAOUHSC_02705	CP000253.1	2487184	2487288	-	105	SAOUHSC_02705	22	15	31	39	74	4
gene-SAOUHSC_02706	CP000253.1	2487383	2488693	+	1311	SAOUHSC_02706	23881	22080	15097	28925	43453	2567
gene-SAOUHSC_02707	CP000253.1	2488633	2488815	-	183	SAOUHSC_02707	179	99	127	160	92	13
gene-SAOUHSC_02708	CP000253.1	2489229	2490158	+	930	SAOUHSC_02708	5967	3916	2201	12929	21429	1062
gene-SAOUHSC_02709	CP000253.1	2490726	2491673	+	948	SAOUHSC_02709	12519	8518	5313	15173	21971	1011
gene-SAOUHSC_02710	CP000253.1	2491675	2492652	+	978	SAOUHSC_02710	14448	10310	5789	12012	15685	1047
gene-SAOUHSC_02711	CP000253.1	2492704	2493171	-	468	SAOUHSC_02711	299	193	200	183	234	9
gene-SAOUHSC_02712	CP000253.1	2493182	2493874	-	693	SAOUHSC_02712	620	430	423	406	620	60
gene-SAOUHSC_02713	CP000253.1	2493885	2495000	-	1116	SAOUHSC_02713	630	414	448	393	497	43
gene-SAOUHSC_02714	CP000253.1	2494978	2495985	-	1008	SAOUHSC_02714	494	331	322	217	307	48
gene-SAOUHSC_02715	CP000253.1	2495987	2497345	-	1359	SAOUHSC_02715	488	270	280	124	96	14
gene-SAOUHSC_02716	CP000253.1	2497323	2498009	-	687	SAOUHSC_02716	166	111	95	37	28	4
gene-SAOUHSC_A02577	CP000253.1	2498063	2498230	-	168	SAOUHSC_A02577	13	8	16	5	5	0
gene-SAOUHSC_02717	CP000253.1	2498230	2498373	-	144	SAOUHSC_02717	7	4	4	4	1	1
gene-SAOUHSC_02718	CP000253.1	2498461	2500194	-	1734	SAOUHSC_02718	865	398	574	261	441	33
gene-SAOUHSC_02719	CP000253.1	2500219	2501982	-	1764	SAOUHSC_02719	447	265	338	178	194	42
gene-SAOUHSC_02720	CP000253.1	2502476	2502583	-	108	SAOUHSC_02720	0	1	6	5	1	1
gene-SAOUHSC_02721	CP000253.1	2502610	2502717	-	108	SAOUHSC_02721	6532	4540	3241	4560	1791	730
gene-SAOUHSC_02722	CP000253.1	2502851	2503237	-	387	SAOUHSC_02722	954	650	801	1035	843	90
gene-SAOUHSC_02723	CP000253.1	2503505	2504647	+	1143	SAOUHSC_02723	20910	19211	20622	5171	4658	1863
gene-SAOUHSC_02724	CP000253.1	2504707	2505366	+	660	SAOUHSC_02724	40949	38310	45296	8342	10107	933
gene-SAOUHSC_02725	CP000253.1	2505548	2506759	+	1212	SAOUHSC_02725	4276	3658	2899	11959	13240	2630
gene-SAOUHSC_02726	CP000253.1	2506882	2507355	-	474	SAOUHSC_02726	269	266	219	441	771	243
gene-SAOUHSC_02727	CP000253.1	2507555	2508124	+	570	SAOUHSC_02727	2431	1778	943	4571	6205	1604
gene-SAOUHSC_02728	CP000253.1	2508187	2508993	-	807	SAOUHSC_02728	898	607	518	604	1124	93
gene-SAOUHSC_02729	CP000253.1	2509280	2510689	+	1410	SAOUHSC_02729	2196	2492	1610	5277	7737	1148
gene-SAOUHSC_02731	CP000253.1	2510827	2512905	+	2079	SAOUHSC_02731	6300	4071	5083	8608	13546	836
gene-SAOUHSC_02732	CP000253.1	2512984	2513085	-	102	SAOUHSC_02732	2	2	4	7	6	0
gene-SAOUHSC_02733	CP000253.1	2513045	2514874	-	1830	SAOUHSC_02733	8712	6495	5027	16504	25243	3401
gene-SAOUHSC_02734	CP000253.1	2514968	2515072	-	105	SAOUHSC_02734	2	5	4	1	0	0
gene-SAOUHSC_02736	CP000253.1	2515106	2516602	+	1497	SAOUHSC_02736	3854	2506	2823	3598	3998	313
gene-SAOUHSC_02737	CP000253.1	2516694	2517545	-	852	SAOUHSC_02737	2089	1740	1107	1418	1695	346
gene-SAOUHSC_02738	CP000253.1	2517701	2517898	+	198	SAOUHSC_02738	118	69	52	128	225	11
gene-SAOUHSC_02739	CP000253.1	2517867	2518802	-	936	SAOUHSC_02739	807	603	482	1861	2959	1110
gene-SAOUHSC_02740	CP000253.1	2519028	2520428	-	1401	SAOUHSC_02740	1924	1462	1095	8724	9872	1336
gene-SAOUHSC_02741	CP000253.1	2520722	2521417	-	696	SAOUHSC_02741	2228	1385	1393	841	1131	276
gene-SAOUHSC_02742	CP000253.1	2521417	2522358	-	942	SAOUHSC_02742	2113	1372	1532	871	1209	179
gene-SAOUHSC_02743	CP000253.1	2522375	2523010	-	636	SAOUHSC_02743	755	443	495	346	583	109
gene-SAOUHSC_02744	CP000253.1	2523007	2524233	-	1227	SAOUHSC_02744	1259	767	808	696	1517	430
gene-SAOUHSC_02745	CP000253.1	2524560	2524679	-	120	SAOUHSC_02745	27	24	14	5	8	1
gene-SAOUHSC_02746	CP000253.1	2524759	2524899	-	141	SAOUHSC_02746	84	52	57	21	17	5
gene-SAOUHSC_02747	CP000253.1	2524903	2525502	-	600	SAOUHSC_02747	3179	2051	2410	1570	1900	106
gene-SAOUHSC_02750	CP000253.1	2525682	2527319	+	1638	SAOUHSC_02750	8197	5912	6605	3223	4423	752
gene-SAOUHSC_02751	CP000253.1	2527927	2529279	+	1353	SAOUHSC_02751	5241	4966	3599	15469	18567	5617
gene-SAOUHSC_02752	CP000253.1	2529341	2530468	-	1128	SAOUHSC_02752	7826	5720	6359	3108	3039	741
gene-SAOUHSC_02753	CP000253.1	2530924	2531700	-	777	SAOUHSC_02753	2488	2226	1686	3602	3925	948
gene-SAOUHSC_02754	CP000253.1	2531693	2532355	-	663	SAOUHSC_02754	1004	1027	750	1540	1443	731
gene-SAOUHSC_02755	CP000253.1	2532603	2533679	-	1077	SAOUHSC_02755	6486	5117	4911	6835	7237	3262
gene-SAOUHSC_02756	CP000253.1	2534034	2534300	-	267	SAOUHSC_02756	6038	3666	5897	4086	3120	198
gene-SAOUHSC_02757	CP000253.1	2534300	2534557	-	258	SAOUHSC_02757	7091	5037	5939	5392	6400	97
gene-SAOUHSC_02758	CP000253.1	2534663	2534857	-	195	SAOUHSC_02758	199	113	134	81	98	7
gene-SAOUHSC_02759	CP000253.1	2534916	2535371	+	456	SAOUHSC_02759	2722	1843	1900	3625	5229	296
gene-SAOUHSC_02760	CP000253.1	2535539	2537116	-	1578	SAOUHSC_02760	1800	1247	1079	2038	3145	740
gene-SAOUHSC_02761	CP000253.1	2537311	2538060	+	750	SAOUHSC_02761	607	400	478	857	1048	107
gene-SAOUHSC_02762	CP000253.1	2538284	2539477	-	1194	SAOUHSC_02762	4938	3113	2938	886	1200	273
gene-SAOUHSC_02763	CP000253.1	2539489	2540238	-	750	SAOUHSC_02763	1722	1147	1193	190	303	117
gene-SAOUHSC_02764	CP000253.1	2540231	2541046	-	816	SAOUHSC_02764	1265	1006	750	161	276	63
gene-SAOUHSC_02765	CP000253.1	2541043	2541912	-	870	SAOUHSC_02765	767	676	521	119	143	25
gene-SAOUHSC_02766	CP000253.1	2541909	2542844	-	936	SAOUHSC_02766	2788	1564	1733	541	984	133
gene-SAOUHSC_02767	CP000253.1	2542857	2544455	-	1599	SAOUHSC_02767	8641	5707	5559	1407	3002	288
gene-SAOUHSC_02768	CP000253.1	2544598	2545812	-	1215	SAOUHSC_02768	2813	1971	1586	173	307	34
gene-SAOUHSC_02769	CP000253.1	2545892	2546710	-	819	SAOUHSC_02769	2851	1951	1504	189	391	38
gene-SAOUHSC_02770	CP000253.1	2546721	2547542	-	822	SAOUHSC_02770	3103	2080	1539	219	398	77
gene-SAOUHSC_02771	CP000253.1	2548409	2548774	-	366	SAOUHSC_02771	408	320	400	1524	1785	360
gene-SAOUHSC_02772	CP000253.1	2549037	2549675	-	639	SAOUHSC_02772	2750	3125	1885	7915	14058	7804
gene-SAOUHSC_02773	CP000253.1	2550088	2551626	+	1539	SAOUHSC_02773	3027	2610	2033	10891	17613	2051
gene-SAOUHSC_02774	CP000253.1	2551738	2552160	-	423	SAOUHSC_02774	2858	3160	2291	11378	14890	1032
gene-SAOUHSC_02775	CP000253.1	2552612	2553031	-	420	SAOUHSC_02775	469	291	322	570	871	76
gene-SAOUHSC_02776	CP000253.1	2553049	2553468	-	420	SAOUHSC_02776	129	84	88	309	556	37
gene-SAOUHSC_A02635	CP000253.1	2553422	2553643	+	222	SAOUHSC_A02635	21	14	11	30	100	3
gene-SAOUHSC_02777	CP000253.1	2553735	2554157	-	423	SAOUHSC_02777	260	133	126	874	1580	186
gene-SAOUHSC_02778	CP000253.1	2554408	2555103	-	696	SAOUHSC_02778	605	482	336	1940	4133	739
gene-SAOUHSC_02779	CP000253.1	2555392	2555673	+	282	SAOUHSC_02779	913	1095	588	3528	6098	722
gene-SAOUHSC_02780	CP000253.1	2555609	2555794	+	186	SAOUHSC_02780	749	490	462	2345	3389	3401
gene-SAOUHSC_02781	CP000253.1	2555933	2556124	-	192	SAOUHSC_02781	2745	1869	1209	9073	8349	474
gene-SAOUHSC_02782	CP000253.1	2556559	2556681	+	123	SAOUHSC_02782	196	149	140	148	216	13
gene-SAOUHSC_02783	CP000253.1	2556685	2557479	-	795	SAOUHSC_02783	503	354	392	529	786	142
gene-SAOUHSC_02784	CP000253.1	2558015	2558302	-	288	SAOUHSC_02784	169	98	113	140	238	28
gene-SAOUHSC_02785	CP000253.1	2558305	2558631	-	327	SAOUHSC_02785	144	89	103	170	210	12
gene-SAOUHSC_02786	CP000253.1	2558631	2558924	-	294	SAOUHSC_02786	62	41	32	75	85	4
gene-SAOUHSC_02787	CP000253.1	2558843	2559955	-	1113	SAOUHSC_02787	536	378	374	615	925	196
gene-SAOUHSC_02788	CP000253.1	2559952	2560737	-	786	SAOUHSC_02788	481	283	367	596	1001	94
gene-SAOUHSC_02789	CP000253.1	2560849	2561550	-	702	SAOUHSC_02789	288	200	178	415	545	96
gene-SAOUHSC_02790	CP000253.1	2561928	2564789	-	2862	SAOUHSC_02790	2555	1307	2011	2035	2471	225
gene-SAOUHSC_02791	CP000253.1	2564791	2565183	-	393	SAOUHSC_02791	170	109	133	259	445	39
gene-SAOUHSC_02793	CP000253.1	2565300	2567108	+	1809	SAOUHSC_02793	1777	1058	1128	1368	1765	227
gene-SAOUHSC_02794	CP000253.1	2567392	2567658	+	267	SAOUHSC_02794	286	148	145	428	733	29
gene-SAOUHSC_02795	CP000253.1	2567802	2568110	+	309	SAOUHSC_02795	91	66	47	132	136	11
gene-SAOUHSC_02796	CP000253.1	2568218	2568451	-	234	SAOUHSC_02796	18	11	24	49	68	6
gene-SAOUHSC_02797	CP000253.1	2568432	2569625	-	1194	SAOUHSC_02797	651	382	452	546	808	64
gene-SAOUHSC_02798	CP000253.1	2570009	2574892	-	4884	SAOUHSC_02798	4684	3128	3748	2296	3653	1552
gene-SAOUHSC_02799	CP000253.1	2575197	2575517	-	321	SAOUHSC_02799	21	8	20	18	7	0
gene-SAOUHSC_02800	CP000253.1	2575879	2576622	+	744	SAOUHSC_02800	20	13	22	24	18	1
gene-SAOUHSC_02801	CP000253.1	2576833	2577615	-	783	SAOUHSC_02801	1585	994	1134	1463	2020	555
gene-SAOUHSC_02802	CP000253.1	2577879	2580632	-	2754	SAOUHSC_02802	14815	26889	17019	17261	9177	2098
gene-SAOUHSC_02803	CP000253.1	2581383	2584355	-	2973	SAOUHSC_02803	11078	16876	11533	18374	16814	4593
gene-SAOUHSC_02804	CP000253.1	2584423	2584524	-	102	SAOUHSC_02804	14	13	5	15	20	0
gene-SAOUHSC_02805	CP000253.1	2584573	2584875	-	303	SAOUHSC_02805	13	6	9	2	1	0
gene-SAOUHSC_02806	CP000253.1	2584907	2586265	-	1359	SAOUHSC_02806	5634	6766	4327	2092	4024	1078
gene-SAOUHSC_02808	CP000253.1	2586382	2587935	-	1554	SAOUHSC_02808	3335	3885	2471	2254	4090	1593
gene-SAOUHSC_02809	CP000253.1	2587959	2588639	-	681	SAOUHSC_02809	1688	1565	1097	2713	3811	2093
gene-SAOUHSC_02810	CP000253.1	2588793	2589557	-	765	SAOUHSC_02810	3666	2922	2432	3488	6280	1141
gene-SAOUHSC_02811	CP000253.1	2589722	2590414	-	693	SAOUHSC_02811	1008	793	737	1901	3626	213
gene-SAOUHSC_02812	CP000253.1	2590645	2591061	-	417	SAOUHSC_02812	13141	11104	8919	34513	47006	14656
gene-SAOUHSC_02813	CP000253.1	2591200	2592045	-	846	SAOUHSC_02813	4037	3189	3552	2890	2126	131
gene-SAOUHSC_02814	CP000253.1	2591843	2593093	-	1251	SAOUHSC_02814	6845	5330	5651	4459	2329	194
gene-SAOUHSC_02815	CP000253.1	2593502	2594779	-	1278	SAOUHSC_02815	9758	10568	7803	23335	24984	4790
gene-SAOUHSC_02816	CP000253.1	2595326	2595937	+	612	SAOUHSC_02816	690	503	425	1535	2620	80
gene-SAOUHSC_02817	CP000253.1	2595946	2596044	-	99	SAOUHSC_02817	1	0	0	0	0	0
gene-SAOUHSC_02818	CP000253.1	2596034	2597197	-	1164	SAOUHSC_02818	913	539	535	605	915	100
gene-SAOUHSC_02819	CP000253.1	2597190	2597648	-	459	SAOUHSC_02819	170	125	137	84	185	15
gene-SAOUHSC_02820	CP000253.1	2598082	2598777	+	696	SAOUHSC_02820	592	329	448	1075	1785	413
gene-SAOUHSC_02821	CP000253.1	2598779	2599549	+	771	SAOUHSC_02821	508	317	382	947	1590	154
gene-SAOUHSC_02822	CP000253.1	2599922	2601886	+	1965	SAOUHSC_02822	4011	3160	1832	6890	9635	1304
gene-SAOUHSC_A02680	CP000253.1	2601899	2602111	+	213	SAOUHSC_A02680	492	407	260	505	984	91
gene-SAOUHSC_02823	CP000253.1	2602404	2603309	+	906	SAOUHSC_02823	1439	1144	945	3381	4500	312
gene-SAOUHSC_02824	CP000253.1	2603414	2604007	-	594	SAOUHSC_02824	674	431	395	421	576	349
gene-SAOUHSC_02825	CP000253.1	2604029	2604901	-	873	SAOUHSC_02825	392	296	294	263	414	188
gene-SAOUHSC_02826	CP000253.1	2605075	2605509	-	435	SAOUHSC_02826	1418	990	810	809	1136	61
gene-SAOUHSC_02827	CP000253.1	2605736	2606020	+	285	SAOUHSC_02827	892	650	505	1813	1454	295
gene-SAOUHSC_02828	CP000253.1	2606191	2606997	+	807	SAOUHSC_02828	6364	4945	5598	1261	1841	396
gene-SAOUHSC_02829	CP000253.1	2607117	2607788	-	672	SAOUHSC_02829	2854	2373	1836	1112	837	112
gene-SAOUHSC_02830	CP000253.1	2608103	2609050	+	948	SAOUHSC_02830	17409	8997	15177	2065	834	85
gene-SAOUHSC_02831	CP000253.1	2609299	2610099	-	801	SAOUHSC_02831	819	584	645	377	405	62
gene-SAOUHSC_02832	CP000253.1	2610420	2611055	+	636	SAOUHSC_02832	104	33	138	48	79	6
gene-SAOUHSC_02833	CP000253.1	2611061	2611792	+	732	SAOUHSC_02833	585	293	490	220	319	17
gene-SAOUHSC_02834	CP000253.1	2611952	2612572	-	621	SAOUHSC_02834	3181	1962	2181	3933	6124	361
gene-SAOUHSC_02836	CP000253.1	2612766	2613257	+	492	SAOUHSC_02836	1004	706	689	1652	2010	301
gene-SAOUHSC_02837	CP000253.1	2613695	2613865	-	171	SAOUHSC_02837	296	203	235	1072	2073	124
gene-SAOUHSC_02838	CP000253.1	2613927	2614025	-	99	SAOUHSC_02838	95	47	61	40	30	5
gene-SAOUHSC_02839	CP000253.1	2614044	2614943	-	900	SAOUHSC_02839	5704	5238	4314	1523	2077	758
gene-SAOUHSC_02840	CP000253.1	2614957	2615637	-	681	SAOUHSC_02840	2565	2429	2087	646	771	104
gene-SAOUHSC_02841	CP000253.1	2615640	2616635	-	996	SAOUHSC_02841	4899	4459	3563	1522	1641	191
gene-SAOUHSC_02842	CP000253.1	2617234	2617437	+	204	SAOUHSC_02842	276	155	183	208	121	19
gene-SAOUHSC_02843	CP000253.1	2617620	2618555	+	936	SAOUHSC_02843	589	438	426	1978	3656	242
gene-SAOUHSC_02844	CP000253.1	2618637	2619605	-	969	SAOUHSC_02844	3599	3080	1642	6302	11175	2914
gene-SAOUHSC_02845	CP000253.1	2619738	2620082	-	345	SAOUHSC_02845	823	637	318	1291	1733	304
gene-SAOUHSC_02846	CP000253.1	2620124	2620534	-	411	SAOUHSC_02846	1059	747	426	1803	2741	302
gene-SAOUHSC_02848	CP000253.1	2620914	2622980	-	2067	SAOUHSC_02848	14417	8025	9141	61897	61727	13932
gene-SAOUHSC_02849	CP000253.1	2623281	2625020	-	1740	SAOUHSC_02849	17900	24862	11843	65656	110551	27882
gene-SAOUHSC_02850	CP000253.1	2625067	2625756	-	690	SAOUHSC_02850	4235	6260	3106	14922	32484	13631
gene-SAOUHSC_02851	CP000253.1	2625749	2626144	-	396	SAOUHSC_02851	159	90	69	59	55	3
gene-SAOUHSC_02852	CP000253.1	2626357	2627184	-	828	SAOUHSC_02852	1251	790	755	1437	1492	357
gene-SAOUHSC_02853	CP000253.1	2627402	2627620	+	219	SAOUHSC_02853	40857	32250	20097	58640	26977	5695
gene-SAOUHSC_02855	CP000253.1	2628010	2628441	+	432	SAOUHSC_02855	857	845	853	620	482	56
gene-SAOUHSC_02856	CP000253.1	2628706	2628810	-	105	SAOUHSC_02856	180	127	196	1613	2601	132
gene-SAOUHSC_02857	CP000253.1	2628973	2629107	-	135	SAOUHSC_02857	52	45	68	747	822	185
gene-SAOUHSC_02858	CP000253.1	2629201	2629458	-	258	SAOUHSC_02858	166	169	158	1994	2519	394
gene-SAOUHSC_02859	CP000253.1	2630037	2631314	-	1278	SAOUHSC_02859	3492	2917	2311	3334	4471	1649
gene-SAOUHSC_02860	CP000253.1	2631568	2632734	+	1167	SAOUHSC_02860	11520	11333	7163	19366	17890	3815
gene-SAOUHSC_02861	CP000253.1	2632904	2633425	-	522	SAOUHSC_02861	1774	1531	1084	2218	2954	1487
gene-SAOUHSC_02862	CP000253.1	2633834	2635939	+	2106	SAOUHSC_02862	7920	8990	4756	24929	39308	15225
gene-SAOUHSC_02863	CP000253.1	2636008	2636178	-	171	SAOUHSC_02863	312	219	230	104	153	19
gene-SAOUHSC_02864	CP000253.1	2636191	2638185	-	1995	SAOUHSC_02864	2222	1546	1431	874	1186	218
gene-SAOUHSC_02865	CP000253.1	2638197	2638424	-	228	SAOUHSC_02865	236	169	148	144	226	10
gene-SAOUHSC_02866	CP000253.1	2638640	2641108	-	2469	SAOUHSC_02866	2782	1934	1823	2677	4330	561
gene-SAOUHSC_02867	CP000253.1	2641274	2641822	+	549	SAOUHSC_02867	2796	2174	2190	1789	2408	188
gene-SAOUHSC_02868	CP000253.1	2641899	2642066	-	168	SAOUHSC_02868	289	254	261	332	631	64
gene-SAOUHSC_02869	CP000253.1	2642178	2643722	-	1545	SAOUHSC_02869	16217	18940	9236	22603	32767	5698
gene-SAOUHSC_02871	CP000253.1	2643912	2644511	-	600	SAOUHSC_02871	525	422	351	654	1173	362
gene-SAOUHSC_02872	CP000253.1	2644750	2644941	+	192	SAOUHSC_02872	22060	14561	19856	2206	5310	385
gene-SAOUHSC_02873	CP000253.1	2645181	2647589	+	2409	SAOUHSC_02873	12281	10078	7926	5968	6119	963
gene-SAOUHSC_02874	CP000253.1	2647869	2648075	+	207	SAOUHSC_02874	1488	1230	911	1061	1094	76
gene-SAOUHSC_02875	CP000253.1	2648165	2649163	-	999	SAOUHSC_02875	1874	1568	1197	4250	7267	1166
gene-SAOUHSC_02876	CP000253.1	2649186	2650340	-	1155	SAOUHSC_02876	1515	1428	825	4758	7594	2231
